swap_id,timestamp,station_id,battery_soc_returned,battery_soc_issued,wait_minutes,swap_duration_minutes,batteries_available_before_swap,station_status,downtime_minutes,payment_amount,payment_method,motorcycle_type,service_success
SW024197,2026-05-27 11:45:24,ST001,15.8,93.7,3.9,2.6,14,Operational,0,37.41,Wallet,Standard,True
SW024198,2026-05-27 11:49:17,ST003,4.7,94.7,2.0,3.3,22,Operational,0,38.81,Mobile Money,Delivery,True
SW024199,2026-05-27 12:00:10,ST003,25.8,89.5,15.5,3.4,13,Downtime,37,0.0,Mobile Money,Delivery,False
SW024200,2026-05-27 12:05:15,ST004,28.1,91.7,0.9,2.7,12,Operational,0,35.08,Card,Standard,True
SW024201,2026-05-27 12:06:47,ST004,28.7,91.7,2.2,4.0,12,Operational,0,34.06,Mobile Money,Standard,True
SW024202,2026-05-27 12:08:51,ST005,30.7,97.6,1.5,3.7,18,Operational,0,39.04,Mobile Money,Delivery,True
SW024203,2026-05-27 12:10:53,ST005,27.4,97.9,0.7,4.0,18,Operational,0,36.93,Wallet,Delivery,True
SW024204,2026-05-27 12:23:21,ST001,24.1,93.8,9.1,4.0,16,Operational,0,33.07,Wallet,Standard,True
SW024205,2026-05-27 12:24:42,ST004,25.2,93.5,11.7,3.3,10,Downtime,36,0.0,Mobile Money,Commercial,False
SW024206,2026-05-27 12:27:00,ST005,19.7,89.8,0.6,2.7,6,Operational,0,34.72,Mobile Money,Delivery,True
SW024207,2026-05-27 12:31:42,ST002,24.9,88.4,0.9,4.9,19,Operational,0,42.47,Mobile Money,Commercial,True
SW024208,2026-05-27 12:40:18,ST004,5.2,99.9,1.0,3.2,16,Operational,0,37.84,Mobile Money,Delivery,True
SW024209,2026-05-27 12:41:43,ST002,29.0,91.6,1.3,3.0,10,Operational,0,33.66,Wallet,Standard,True
SW024210,2026-05-27 12:42:10,ST003,17.3,98.1,4.0,3.5,21,Operational,0,32.34,Card,Standard,True
SW024211,2026-05-27 12:48:32,ST002,9.7,94.1,1.6,2.8,16,Operational,0,35.37,Mobile Money,Standard,True
SW024212,2026-05-27 13:16:37,ST004,23.5,99.4,1.3,3.5,16,Operational,0,40.39,Mobile Money,Commercial,True
SW024213,2026-05-27 13:17:14,ST004,25.4,89.6,3.3,2.2,13,Operational,0,35.5,Mobile Money,Standard,True
SW024214,2026-05-27 13:38:22,ST005,23.8,88.9,0.4,3.3,10,Operational,0,34.6,Mobile Money,Standard,True
SW024215,2026-05-27 13:54:30,ST004,23.7,86.0,0.3,3.9,17,Operational,0,33.34,Mobile Money,Standard,True
SW024216,2026-05-27 14:09:44,ST001,29.0,94.0,8.6,3.2,15,Operational,0,42.05,Card,Commercial,True
SW024217,2026-05-27 14:10:42,ST004,18.6,93.2,3.2,4.3,23,Operational,0,37.72,Mobile Money,Delivery,True
SW024218,2026-05-27 14:18:27,ST001,20.4,95.3,2.6,3.8,17,Operational,0,35.8,Card,Standard,True
SW024219,2026-05-27 14:51:38,ST003,26.0,100.0,1.8,3.1,20,Operational,0,38.2,Mobile Money,Delivery,True
SW024220,2026-05-27 14:56:19,ST004,17.7,91.3,5.6,3.9,18,Operational,0,38.07,Mobile Money,Standard,True
SW024221,2026-05-27 15:21:34,ST001,23.8,93.9,4.8,3.0,15,Operational,0,33.81,Mobile Money,Standard,True
SW024222,2026-05-27 15:26:33,ST002,6.1,92.6,2.7,4.6,11,Operational,0,38.32,Mobile Money,Delivery,True
SW024223,2026-05-27 15:37:36,ST001,33.2,96.6,2.2,2.9,1,Operational,0,39.87,Card,Commercial,True
SW024224,2026-05-27 15:45:16,ST001,16.2,96.7,6.1,2.6,9,Operational,0,36.27,Mobile Money,Standard,True
SW024225,2026-05-27 16:01:21,ST002,32.5,92.3,2.7,3.8,18,Operational,0,39.02,Mobile Money,Delivery,True
SW024226,2026-05-27 16:13:38,ST003,39.1,92.5,5.0,3.4,16,Operational,0,37.15,Mobile Money,Delivery,True
SW024227,2026-05-27 16:19:00,ST003,10.9,93.2,0.5,3.6,22,Operational,0,38.73,Wallet,Delivery,True
SW024228,2026-05-27 16:22:48,ST003,15.6,86.1,3.4,3.7,16,Operational,0,36.69,Mobile Money,Standard,True
SW024229,2026-05-27 16:26:22,ST003,15.1,88.7,1.9,2.7,23,Operational,0,34.53,Wallet,Standard,True
SW024230,2026-05-27 16:31:28,ST002,33.1,94.3,6.0,3.7,13,Operational,0,37.88,Card,Delivery,True
SW024231,2026-05-27 16:40:27,ST003,16.2,98.6,1.7,3.3,28,Operational,0,36.73,Mobile Money,Standard,True
SW024232,2026-05-27 16:40:53,ST001,13.8,95.2,1.2,4.4,21,Operational,0,35.75,Card,Standard,True
SW024233,2026-05-27 16:42:35,ST005,25.1,96.8,1.7,2.4,13,Operational,0,38.49,Card,Delivery,True
SW024234,2026-05-27 16:50:27,ST005,33.6,99.4,1.4,3.2,20,Operational,0,41.38,Mobile Money,Commercial,True
SW024235,2026-05-27 16:56:21,ST001,37.7,94.9,2.8,3.3,19,Operational,0,36.92,Mobile Money,Delivery,True
SW024236,2026-05-27 17:01:22,ST003,43.8,100.0,1.3,4.4,15,Operational,0,34.0,Mobile Money,Standard,True
SW024237,2026-05-27 17:04:33,ST002,11.2,83.4,0.6,3.8,15,Operational,0,0.0,Wallet,Delivery,False
SW024238,2026-05-27 17:04:55,ST004,20.7,93.9,5.0,2.4,8,Operational,0,35.42,Mobile Money,Standard,True
SW024239,2026-05-27 17:09:24,ST002,14.3,98.3,1.5,3.5,6,Operational,0,39.32,Mobile Money,Standard,True
SW024240,2026-05-27 17:14:24,ST004,18.6,98.7,2.1,4.5,18,Operational,0,39.2,Mobile Money,Delivery,True
SW024241,2026-05-27 17:15:31,ST004,23.2,92.3,5.9,1.7,15,Operational,0,38.77,Card,Delivery,True
SW024242,2026-05-27 17:17:00,ST001,34.6,100.0,0.8,4.1,3,Operational,0,33.1,Mobile Money,Standard,True
SW024243,2026-05-27 17:18:33,ST002,35.3,100.0,2.0,4.4,17,Operational,0,39.96,Card,Delivery,True
SW024244,2026-05-27 17:20:19,ST004,14.6,97.5,0.8,3.9,15,Operational,0,36.12,Wallet,Standard,True
SW024245,2026-05-27 17:25:09,ST001,10.9,94.1,4.4,4.0,7,Operational,0,38.72,Mobile Money,Delivery,True
SW024246,2026-05-27 17:26:54,ST004,15.9,98.5,0.5,4.7,9,Operational,0,35.6,Mobile Money,Standard,True
SW024247,2026-05-27 17:31:35,ST003,30.8,97.8,5.7,3.4,20,Operational,0,38.68,Card,Delivery,True
SW024248,2026-05-27 17:40:56,ST002,13.6,97.2,2.5,4.0,9,Operational,0,36.45,Card,Standard,True
SW024249,2026-05-27 17:41:17,ST001,24.3,99.9,5.9,4.7,12,Operational,0,37.05,Mobile Money,Standard,True
SW024250,2026-05-27 17:43:10,ST002,35.4,97.4,4.5,3.8,11,Operational,0,36.7,Mobile Money,Standard,True
SW024251,2026-05-27 17:52:21,ST001,24.3,99.3,8.1,3.1,7,Operational,0,40.39,Wallet,Commercial,True
SW024252,2026-05-27 18:02:53,ST004,32.4,97.5,7.3,3.4,2,Operational,0,0.0,Card,Commercial,False
SW024253,2026-05-27 18:07:37,ST001,29.7,89.0,2.3,4.2,5,Operational,0,38.87,Card,Delivery,True
SW024254,2026-05-27 18:10:09,ST001,9.3,92.8,7.9,3.5,9,Operational,0,38.6,Card,Delivery,True
SW024255,2026-05-27 18:13:37,ST002,44.6,96.2,1.7,2.9,17,Operational,0,36.85,Wallet,Standard,True
SW024256,2026-05-27 18:15:20,ST004,29.5,93.0,6.0,3.0,10,Operational,0,37.5,Mobile Money,Delivery,True
SW024257,2026-05-27 18:15:30,ST001,27.7,97.6,10.6,1.8,3,Operational,0,33.85,Card,Standard,True
SW024258,2026-05-27 18:15:56,ST003,26.9,95.1,5.8,4.1,13,Operational,0,37.91,Mobile Money,Commercial,True
SW024259,2026-05-27 18:19:09,ST001,24.5,95.2,11.0,2.8,10,Operational,0,39.58,Mobile Money,Delivery,True
SW024260,2026-05-27 18:21:48,ST002,16.7,96.6,7.9,5.1,12,Operational,0,37.97,Mobile Money,Delivery,True
SW024261,2026-05-27 18:25:46,ST001,26.4,92.2,2.5,3.6,16,Operational,0,36.41,Mobile Money,Delivery,True
SW024262,2026-05-27 18:26:23,ST005,24.7,93.1,6.7,2.8,6,Operational,0,36.96,Mobile Money,Delivery,True
SW024263,2026-05-27 18:31:10,ST001,29.9,93.9,11.3,3.3,1,Operational,0,0.0,Mobile Money,Standard,False
SW024264,2026-05-27 18:38:37,ST001,25.8,95.0,20.1,5.2,2,Operational,0,39.31,Mobile Money,Delivery,True
SW024265,2026-05-27 18:45:41,ST001,30.4,99.7,11.3,3.9,2,Operational,0,38.59,Mobile Money,Delivery,True
SW024266,2026-05-27 18:49:23,ST004,23.0,97.1,6.5,3.9,23,Operational,0,35.12,Mobile Money,Standard,True
SW024267,2026-05-27 18:50:40,ST003,20.4,96.6,3.0,3.3,9,Operational,0,36.49,Mobile Money,Standard,True
SW024268,2026-05-27 18:51:34,ST004,14.7,84.6,5.7,4.3,1,Operational,0,35.73,Mobile Money,Standard,True
SW024269,2026-05-27 18:52:10,ST002,34.6,82.3,1.5,3.8,12,Operational,0,38.71,Mobile Money,Delivery,True
SW024270,2026-05-27 18:52:41,ST005,25.3,97.4,0.6,5.2,13,Operational,0,35.38,Mobile Money,Standard,True
SW024271,2026-05-27 19:02:54,ST001,28.4,98.8,4.1,2.7,7,Operational,0,39.21,Mobile Money,Commercial,True
SW024272,2026-05-27 19:07:38,ST001,26.6,100.0,6.8,4.1,7,Operational,0,36.97,Card,Delivery,True
SW024273,2026-05-27 19:08:50,ST001,21.9,97.5,4.0,5.0,3,Operational,0,35.15,Mobile Money,Standard,True
SW024274,2026-05-27 19:13:18,ST003,19.1,97.6,3.2,3.2,19,Operational,0,33.71,Card,Standard,True
SW024275,2026-05-27 19:16:03,ST002,30.0,91.2,3.6,3.5,9,Operational,0,36.04,Mobile Money,Standard,True
SW024276,2026-05-27 19:16:46,ST002,34.3,94.9,1.4,4.4,8,Operational,0,35.58,Card,Standard,True
SW024277,2026-05-27 19:20:14,ST001,33.1,93.9,6.6,3.7,13,Operational,0,35.95,Wallet,Standard,True
SW024278,2026-05-27 19:22:06,ST001,7.4,94.1,1.9,3.5,9,Operational,0,37.83,Mobile Money,Delivery,True
SW024279,2026-05-27 19:25:04,ST003,16.4,93.2,3.8,2.8,17,Operational,0,32.81,Mobile Money,Standard,True
SW024280,2026-05-27 19:25:10,ST005,13.7,90.7,4.3,2.2,15,Operational,0,38.45,Mobile Money,Standard,True
SW024281,2026-05-27 19:25:11,ST004,29.9,96.7,5.3,4.0,16,Operational,0,39.9,Mobile Money,Delivery,True
SW024282,2026-05-27 19:26:35,ST002,28.5,88.1,8.6,4.8,6,Operational,0,33.38,Mobile Money,Standard,True
SW024283,2026-05-27 19:27:42,ST003,35.7,94.8,8.1,2.4,12,Operational,0,32.46,Mobile Money,Standard,True
SW024284,2026-05-27 19:37:15,ST003,22.5,99.8,8.5,2.6,10,Operational,0,34.86,Mobile Money,Standard,True
SW024285,2026-05-27 19:38:35,ST002,35.5,94.7,7.8,3.8,16,Operational,0,39.5,Mobile Money,Commercial,True
SW024286,2026-05-27 19:40:23,ST005,20.6,91.7,1.6,3.6,11,Operational,0,36.41,Wallet,Standard,True
SW024287,2026-05-27 19:41:14,ST002,18.5,92.6,1.0,3.1,14,Operational,0,41.07,Mobile Money,Commercial,True
SW024288,2026-05-27 19:42:48,ST004,3.5,86.1,0.8,5.2,9,Operational,0,33.21,Mobile Money,Standard,True
SW024289,2026-05-27 19:44:44,ST002,32.3,84.7,2.0,6.3,11,Operational,0,32.93,Wallet,Standard,True
SW024290,2026-05-27 19:44:55,ST002,25.0,90.3,2.2,4.6,6,Operational,0,38.76,Mobile Money,Delivery,True
SW024291,2026-05-27 19:45:02,ST002,26.7,98.8,3.2,5.3,12,Operational,0,38.47,Wallet,Delivery,True
SW024292,2026-05-27 19:49:52,ST002,25.9,92.4,3.6,4.4,11,Operational,0,31.81,Mobile Money,Standard,True
SW024293,2026-05-27 19:52:53,ST003,23.9,87.7,3.4,3.2,14,Operational,0,38.37,Mobile Money,Delivery,True
SW024294,2026-05-27 19:53:17,ST001,21.7,92.7,10.3,3.7,1,Operational,0,35.94,Mobile Money,Standard,True
SW024295,2026-05-27 19:59:54,ST003,25.0,92.4,2.6,3.2,12,Operational,0,38.84,Mobile Money,Delivery,True
SW024296,2026-05-27 20:04:02,ST002,19.5,96.6,1.1,3.3,12,Operational,0,35.69,Mobile Money,Delivery,True
SW024297,2026-05-27 20:08:00,ST002,26.2,93.4,3.4,3.8,8,Operational,0,35.08,Mobile Money,Standard,True
SW024298,2026-05-27 20:08:57,ST001,8.4,98.8,6.8,4.5,10,Operational,0,32.83,Mobile Money,Standard,True
SW024299,2026-05-27 20:09:43,ST003,3.1,99.7,5.2,4.7,14,Operational,0,34.55,Mobile Money,Standard,True
SW024300,2026-05-27 20:09:52,ST005,30.5,84.5,0.4,4.1,8,Operational,0,34.73,Card,Standard,True
SW024301,2026-05-27 20:11:38,ST002,20.0,99.8,0.6,3.6,15,Operational,0,34.99,Mobile Money,Standard,True
SW024302,2026-05-27 20:11:56,ST001,20.0,90.3,11.4,5.1,0,Operational,0,0.0,Card,Standard,False
SW024303,2026-05-27 20:13:39,ST001,41.8,98.8,0.4,2.7,6,Operational,0,36.44,Mobile Money,Delivery,True
SW024304,2026-05-27 20:20:50,ST004,28.3,94.8,8.0,4.8,0,Operational,0,0.0,Mobile Money,Commercial,False
SW024305,2026-05-27 20:27:50,ST002,4.3,92.1,1.5,3.2,5,Operational,0,35.23,Mobile Money,Standard,True
SW024306,2026-05-27 20:31:50,ST003,17.3,92.7,1.0,3.4,12,Operational,0,37.31,Wallet,Delivery,True
SW024307,2026-05-27 20:34:04,ST005,19.6,89.0,1.5,3.7,13,Operational,0,35.54,Mobile Money,Standard,True
SW024308,2026-05-27 20:36:48,ST003,26.5,91.6,2.4,4.1,11,Operational,0,34.14,Mobile Money,Standard,True
SW024309,2026-05-27 20:41:47,ST001,23.1,95.4,4.5,3.6,8,Operational,0,37.85,Card,Delivery,True
SW024310,2026-05-27 20:43:43,ST001,19.1,100.0,1.9,3.2,3,Operational,0,41.87,Mobile Money,Delivery,True
SW024311,2026-05-27 20:44:08,ST001,23.9,95.3,5.8,2.3,5,Operational,0,35.07,Mobile Money,Standard,True
SW024312,2026-05-27 20:49:43,ST004,18.9,97.6,2.7,3.0,10,Operational,0,36.66,Mobile Money,Standard,True
SW024313,2026-05-27 20:53:35,ST004,23.0,93.6,1.7,4.7,0,Operational,0,0.0,Mobile Money,Delivery,False
SW024314,2026-05-27 20:56:44,ST003,32.9,99.0,1.6,4.2,15,Operational,0,34.52,Mobile Money,Delivery,True
SW024315,2026-05-27 20:56:54,ST004,29.7,90.6,2.2,3.2,14,Operational,0,36.24,Mobile Money,Delivery,True
SW024316,2026-05-27 21:02:08,ST005,31.7,100.0,4.0,3.3,18,Downtime,63,0.0,Card,Delivery,False
SW024317,2026-05-27 21:05:11,ST002,35.3,98.8,2.3,2.0,9,Operational,0,32.08,Card,Standard,True
SW024318,2026-05-27 21:06:03,ST001,33.8,91.9,0.2,3.7,20,Operational,0,35.08,Mobile Money,Standard,True
SW024319,2026-05-27 21:12:29,ST001,12.8,94.1,6.8,2.5,17,Operational,0,39.67,Mobile Money,Delivery,True
SW024320,2026-05-27 21:14:11,ST005,43.7,87.6,5.3,2.9,15,Operational,0,36.47,Wallet,Standard,True
SW024321,2026-05-27 21:25:04,ST003,20.7,99.2,2.0,3.9,23,Operational,0,35.11,Mobile Money,Standard,True
SW024322,2026-05-27 21:34:41,ST001,35.2,93.0,2.9,3.2,19,Operational,0,34.2,Mobile Money,Standard,True
SW024323,2026-05-27 21:38:51,ST002,26.2,93.1,4.6,3.0,15,Operational,0,32.89,Mobile Money,Standard,True
SW024324,2026-05-27 21:49:12,ST003,28.7,92.0,1.2,4.3,16,Operational,0,37.43,Wallet,Standard,True
SW024325,2026-05-27 21:51:50,ST002,31.8,86.8,3.7,4.8,12,Operational,0,34.29,Mobile Money,Delivery,True
SW024326,2026-05-27 22:24:54,ST003,30.1,93.5,0.7,3.9,13,Operational,0,37.44,Wallet,Delivery,True
SW024327,2026-05-27 22:52:55,ST002,3.0,100.0,2.3,2.1,17,Operational,0,38.31,Wallet,Delivery,True
SW024328,2026-05-27 23:05:38,ST001,33.3,86.0,3.7,2.1,16,Operational,0,38.24,Mobile Money,Delivery,True
SW024329,2026-05-27 23:26:37,ST002,36.6,92.7,0.9,2.5,13,Operational,0,39.93,Wallet,Delivery,True
SW024330,2026-05-27 23:26:54,ST003,35.8,91.0,1.5,4.4,16,Operational,0,38.15,Wallet,Delivery,True
SW024331,2026-05-27 23:32:15,ST001,25.1,97.6,1.0,2.7,8,Operational,0,38.74,Mobile Money,Delivery,True
SW024332,2026-05-28 00:36:50,ST001,36.8,94.1,1.1,4.3,22,Operational,0,38.22,Card,Delivery,True
SW024333,2026-05-28 01:26:49,ST002,37.7,90.7,3.2,3.1,12,Operational,0,39.89,Mobile Money,Commercial,True
SW024334,2026-05-28 03:26:46,ST002,26.1,95.5,2.6,4.2,18,Operational,0,34.5,Mobile Money,Standard,True
SW024335,2026-05-28 04:01:12,ST001,30.6,90.0,2.4,2.5,10,Operational,0,38.78,Mobile Money,Delivery,True
SW024336,2026-05-28 04:32:59,ST003,21.6,97.2,2.1,2.9,21,Operational,0,33.59,Wallet,Standard,True
SW024337,2026-05-28 05:18:53,ST005,7.8,90.8,0.7,3.0,13,Operational,0,39.06,Wallet,Delivery,True
SW024338,2026-05-28 06:02:56,ST001,30.7,90.4,2.0,5.0,24,Operational,0,37.81,Card,Standard,True
SW024339,2026-05-28 06:17:51,ST003,26.7,90.7,4.0,3.9,20,Operational,0,37.28,Mobile Money,Commercial,True
SW024340,2026-05-28 06:29:35,ST003,29.7,88.7,3.8,3.7,17,Operational,0,34.55,Wallet,Standard,True
SW024341,2026-05-28 06:42:54,ST003,20.0,96.6,0.9,5.0,20,Operational,0,34.0,Card,Standard,True
SW024342,2026-05-28 06:55:03,ST001,22.9,90.6,7.6,3.5,23,Operational,0,36.16,Mobile Money,Standard,True
SW024343,2026-05-28 06:55:06,ST005,20.5,100.0,1.6,2.9,11,Operational,0,40.42,Mobile Money,Delivery,True
SW024344,2026-05-28 06:59:23,ST005,3.2,92.1,6.4,4.1,12,Operational,0,36.45,Mobile Money,Delivery,True
SW024345,2026-05-28 07:00:41,ST002,21.2,97.4,7.4,4.6,13,Operational,0,35.64,Mobile Money,Standard,True
SW024346,2026-05-28 07:16:56,ST003,30.7,88.6,3.5,3.8,11,Operational,0,40.92,Wallet,Commercial,True
SW024347,2026-05-28 07:20:00,ST002,15.2,95.9,13.0,4.0,12,Operational,0,36.92,Wallet,Standard,True
SW024348,2026-05-28 07:21:44,ST005,23.8,91.3,2.0,3.8,12,Operational,0,40.43,Mobile Money,Commercial,True
SW024349,2026-05-28 07:23:49,ST005,42.2,94.4,2.2,4.5,16,Operational,0,35.78,Wallet,Standard,True
SW024350,2026-05-28 07:26:27,ST003,19.8,98.6,4.3,3.7,20,Operational,0,35.59,Mobile Money,Standard,True
SW024351,2026-05-28 07:26:52,ST001,24.9,99.9,3.0,4.0,13,Operational,0,34.67,Card,Standard,True
SW024352,2026-05-28 07:29:25,ST004,12.4,100.0,4.4,3.0,7,Operational,0,39.79,Card,Delivery,True
SW024353,2026-05-28 07:32:34,ST003,35.6,92.8,1.3,4.0,11,Operational,0,37.23,Mobile Money,Delivery,True
SW024354,2026-05-28 07:42:36,ST003,12.4,99.0,4.9,3.9,0,Operational,0,0.0,Wallet,Standard,False
SW024355,2026-05-28 07:49:07,ST001,26.6,95.4,5.4,5.3,21,Operational,0,38.67,Card,Commercial,True
SW024356,2026-05-28 07:56:01,ST002,28.6,94.2,0.9,3.4,15,Operational,0,37.42,Wallet,Commercial,True
SW024357,2026-05-28 07:58:36,ST002,29.4,90.0,3.2,4.2,17,Operational,0,38.29,Wallet,Delivery,True
SW024358,2026-05-28 08:06:14,ST001,28.5,99.5,7.7,3.9,0,Operational,0,36.19,Mobile Money,Standard,True
SW024359,2026-05-28 08:06:20,ST002,21.6,93.6,4.5,4.0,12,Operational,0,37.63,Mobile Money,Delivery,True
SW024360,2026-05-28 08:11:22,ST001,5.5,95.8,5.4,3.3,13,Operational,0,34.66,Card,Standard,True
SW024361,2026-05-28 08:18:07,ST004,30.7,97.2,2.5,3.3,17,Operational,0,35.47,Card,Standard,True
SW024362,2026-05-28 08:24:08,ST005,12.7,94.6,1.7,3.7,8,Operational,0,39.85,Wallet,Commercial,True
SW024363,2026-05-28 08:26:05,ST004,18.7,85.0,10.1,3.5,9,Operational,0,35.42,Mobile Money,Standard,True
SW024364,2026-05-28 08:28:47,ST003,26.9,89.7,2.1,3.0,15,Operational,0,35.72,Wallet,Standard,True
SW024365,2026-05-28 08:33:23,ST001,36.8,93.2,1.2,5.0,1,Operational,0,0.0,Wallet,Standard,False
SW024366,2026-05-28 08:44:10,ST001,3.9,90.9,1.8,3.5,19,Operational,0,35.22,Wallet,Delivery,True
SW024367,2026-05-28 08:50:03,ST005,27.7,93.5,1.6,4.1,10,Operational,0,32.96,Mobile Money,Standard,True
SW024368,2026-05-28 08:56:34,ST004,25.9,98.3,2.4,3.8,4,Operational,0,36.69,Mobile Money,Delivery,True
SW024369,2026-05-28 09:03:50,ST004,19.2,88.6,3.5,3.4,2,Operational,0,0.0,Wallet,Standard,False
SW024370,2026-05-28 09:03:59,ST004,24.5,88.2,0.9,3.4,15,Operational,0,36.59,Wallet,Standard,True
SW024371,2026-05-28 09:14:48,ST004,13.4,96.1,5.6,2.1,10,Operational,0,37.8,Mobile Money,Delivery,True
SW024372,2026-05-28 09:16:23,ST003,14.3,96.8,1.1,3.4,17,Operational,0,38.78,Wallet,Delivery,True
SW024373,2026-05-28 09:28:31,ST002,20.9,99.9,4.5,2.9,10,Operational,0,35.6,Mobile Money,Delivery,True
SW024374,2026-05-28 09:35:03,ST003,35.5,85.4,1.9,3.6,20,Operational,0,39.34,Card,Delivery,True
SW024375,2026-05-28 09:36:37,ST005,24.1,95.1,4.6,4.4,20,Operational,0,36.64,Card,Delivery,True
SW024376,2026-05-28 09:43:11,ST005,36.7,97.3,7.2,5.1,12,Operational,0,36.52,Mobile Money,Delivery,True
SW024377,2026-05-28 09:44:20,ST003,19.7,93.2,4.7,2.5,12,Operational,0,40.28,Mobile Money,Delivery,True
SW024378,2026-05-28 09:47:28,ST001,25.1,97.5,15.1,4.7,0,Operational,0,0.0,Mobile Money,Standard,False
SW024379,2026-05-28 09:48:19,ST004,11.7,95.8,2.1,4.2,11,Operational,0,40.31,Wallet,Commercial,True
SW024380,2026-05-28 10:14:26,ST005,5.3,90.8,2.7,3.6,18,Operational,0,42.74,Mobile Money,Commercial,True
SW024381,2026-05-28 10:40:59,ST004,33.7,99.9,3.2,4.1,13,Operational,0,37.73,Mobile Money,Commercial,True
SW024382,2026-05-28 10:42:13,ST003,19.8,94.0,1.0,4.0,28,Operational,0,40.05,Wallet,Delivery,True
SW024383,2026-05-28 10:48:52,ST001,6.1,92.6,2.1,2.5,9,Operational,0,41.17,Mobile Money,Commercial,True
SW024384,2026-05-28 10:48:58,ST004,36.4,86.0,0.3,4.6,21,Operational,0,32.61,Wallet,Standard,True
SW024385,2026-05-28 10:58:30,ST005,12.3,98.3,4.4,3.6,8,Operational,0,38.94,Card,Delivery,True
SW024386,2026-05-28 11:16:06,ST003,25.3,90.5,0.4,3.5,18,Operational,0,37.85,Card,Delivery,True
SW024387,2026-05-28 11:19:06,ST002,32.7,94.2,0.2,2.7,14,Operational,0,39.78,Wallet,Commercial,True
SW024388,2026-05-28 11:21:27,ST001,7.2,94.1,2.2,3.9,15,Operational,0,0.0,Mobile Money,Delivery,False
SW024389,2026-05-28 11:31:40,ST003,27.8,86.8,5.2,4.4,18,Operational,0,41.38,Wallet,Commercial,True
SW024390,2026-05-28 11:33:56,ST005,12.2,95.0,1.0,2.9,11,Operational,0,38.23,Wallet,Delivery,True
SW024391,2026-05-28 11:41:27,ST001,21.9,99.4,1.0,2.1,14,Operational,0,36.69,Mobile Money,Standard,True
SW024392,2026-05-28 11:53:34,ST001,35.9,93.1,2.5,3.7,12,Operational,0,38.56,Mobile Money,Commercial,True
SW024393,2026-05-28 12:03:20,ST003,13.6,94.4,3.8,3.1,14,Operational,0,38.48,Mobile Money,Delivery,True
SW024394,2026-05-28 12:23:43,ST001,39.9,85.4,1.9,4.7,21,Operational,0,35.69,Card,Standard,True
SW024395,2026-05-28 12:36:44,ST004,34.9,94.0,3.0,2.6,10,Operational,0,39.19,Card,Commercial,True
SW024396,2026-05-28 12:50:56,ST002,21.4,91.2,1.2,4.1,12,Operational,0,35.8,Mobile Money,Standard,True
SW024397,2026-05-28 12:51:34,ST003,10.8,92.3,2.7,3.0,20,Operational,0,36.71,Mobile Money,Standard,True
SW024398,2026-05-28 13:04:31,ST004,31.2,97.5,2.1,3.9,18,Operational,0,36.36,Mobile Money,Standard,True
SW024399,2026-05-28 13:18:19,ST001,29.5,97.6,2.0,3.7,15,Operational,0,35.1,Card,Standard,True
SW024400,2026-05-28 13:19:08,ST004,30.3,95.7,1.3,2.9,19,Operational,0,38.06,Mobile Money,Delivery,True
SW024401,2026-05-28 13:24:56,ST004,13.4,100.0,1.1,3.7,16,Operational,0,40.48,Mobile Money,Commercial,True
SW024402,2026-05-28 13:32:43,ST002,14.9,95.5,4.2,3.3,14,Operational,0,34.89,Card,Standard,True
SW024403,2026-05-28 13:50:01,ST004,4.0,93.3,4.5,2.9,20,Operational,0,34.35,Card,Standard,True
SW024404,2026-05-28 13:57:41,ST005,30.9,91.4,1.8,3.9,10,Operational,0,34.22,Mobile Money,Standard,True
SW024405,2026-05-28 14:07:05,ST001,18.9,99.0,3.0,3.1,9,Operational,0,38.44,Mobile Money,Delivery,True
SW024406,2026-05-28 14:11:10,ST004,3.0,88.3,1.9,3.9,20,Operational,0,39.45,Mobile Money,Commercial,True
SW024407,2026-05-28 14:12:10,ST001,18.1,95.6,4.1,3.7,18,Operational,0,36.53,Card,Standard,True
SW024408,2026-05-28 14:16:34,ST002,21.2,97.0,2.4,2.4,13,Operational,0,36.32,Wallet,Standard,True
SW024409,2026-05-28 14:32:33,ST002,24.7,99.5,5.0,3.3,12,Operational,0,39.22,Mobile Money,Commercial,True
SW024410,2026-05-28 14:35:57,ST001,30.1,87.6,2.4,3.1,10,Operational,0,35.78,Wallet,Delivery,True
SW024411,2026-05-28 14:40:21,ST003,18.6,96.1,0.8,3.0,23,Operational,0,34.21,Mobile Money,Standard,True
SW024412,2026-05-28 14:43:13,ST001,22.1,85.9,1.2,3.7,10,Operational,0,35.82,Mobile Money,Standard,True
SW024413,2026-05-28 14:52:36,ST005,7.9,95.2,3.9,4.5,10,Operational,0,38.22,Card,Delivery,True
SW024414,2026-05-28 14:59:38,ST001,16.7,92.8,1.7,2.5,18,Operational,0,35.3,Mobile Money,Standard,True
SW024415,2026-05-28 15:16:12,ST005,28.3,100.0,3.6,3.9,20,Operational,0,38.36,Wallet,Delivery,True
SW024416,2026-05-28 15:35:54,ST003,35.1,96.5,3.9,2.6,15,Operational,0,34.32,Card,Delivery,True
SW024417,2026-05-28 15:48:53,ST005,11.9,99.1,2.6,4.4,15,Operational,0,34.98,Wallet,Standard,True
SW024418,2026-05-28 15:51:45,ST001,14.0,96.5,4.3,2.4,9,Operational,0,41.03,Mobile Money,Commercial,True
SW024419,2026-05-28 15:54:23,ST004,27.5,95.3,8.3,3.9,19,Operational,0,32.62,Card,Delivery,True
